YEAR,MO,DY,T2M_MIN,T2M_MAX,RH2M,PRECTOTCORR,WS10M
2012,11,12,25.11,27.98,87.94,7.11,2.23
2012,11,13,24.69,29.09,86.44,2.14,2.66
2012,11,14,24.05,30.92,80.06,1.86,2.41
2012,11,15,24.43,30.88,78.62,0.79,2.39
2012,11,16,23.61,29.73,81.25,2.45,2.13
2012,11,17,23.91,27.55,92,10.08,4.16
2012,11,18,23.02,29.73,86.06,4.83,3.26
2012,11,19,23.9,29.96,88.12,6.83,2.93
2012,11,20,25.03,30.04,81.69,12.51,1.38
2012,11,21,25.21,29.63,80.75,4.38,1.23
2012,11,22,25.33,30.29,80.56,0.36,1.91
2012,11,23,25.69,30.49,82.19,6.33,1.84
2012,11,24,25.2,29.07,86.44,15.88,2.09
2012,11,25,25.48,29.02,82.94,12.98,1.5
2012,11,26,24.02,28.11,85.44,7.64,1.6
2012,11,27,24.26,28.62,86.75,6.15,1.73
2012,11,28,24.65,28.31,87,15.76,2.07
2012,11,29,23.72,27.9,88.62,2.88,2.17
2012,11,30,24.12,29.36,85.44,0.91,1.87
2012,12,1,24.62,30.05,83.38,0.82,1.59
2012,12,2,25.12,31.05,80.88,0.19,1.09
2012,12,3,24.42,30.4,83.5,0.08,1.8
2012,12,4,25.56,29.99,81.75,0.02,1.01
2012,12,5,24.68,30.4,81.12,0,1.45
2012,12,6,25.04,29.65,79.94,0.01,2.26
2012,12,7,24.52,30.44,73.06,0.04,1.23
2012,12,8,24.94,30.54,73.06,0.11,1.16
2012,12,9,24.68,30.2,75.19,0.19,1.18
2012,12,10,24.88,29.42,79.19,0.48,0.97
2012,12,11,24.61,30.3,76.75,1.4,1.29
2012,12,12,23.13,29.65,77.12,0.17,2.36
2012,12,13,21.37,29.11,77,0.02,2.98
2012,12,14,22.5,30.24,77.5,0.1,2.6
2012,12,15,23.37,30.05,79.38,0.24,2.59
2012,12,16,23.65,30.14,80.19,0.32,1.77
2012,12,17,23.52,31.42,79.19,0.19,1.98
2012,12,18,24.97,31.34,76.69,0.11,1.4
2012,12,19,22.9,29.9,78,0.2,3.29
2012,12,20,23.89,30.55,76.69,0.02,2.38
2012,12,21,23.51,30.98,71.75,0,2.45
2012,12,22,22.6,29.44,76.31,0.09,2.84
2012,12,23,21.8,28.84,78.38,0.61,5.05
2012,12,24,18,26.59,75.19,0,5.64
2012,12,25,18.83,27.91,77.31,0,4.2
2012,12,26,19.39,28.78,76,0,3.32
2012,12,27,21.02,29.76,74.69,0,2.95
2012,12,28,21.75,30.51,74.62,0,2.79
2012,12,29,22.14,31.29,75.81,0,3.3
2012,12,30,22.51,30.66,78.19,0.23,4.03
2012,12,31,18.54,24.42,71.94,0,5.06
2013,1,1,19.69,26.08,74.12,0,3.83
2013,1,2,19.87,29.33,70.5,0,3.23
2013,1,3,19.85,30.12,68.69,0,3.14
2013,1,4,21,28.93,73.31,0,3.91
2013,1,5,20.65,29.67,72.12,0,3.42
2013,1,6,20.1,29.15,74.56,0,3.45
2013,1,7,21.86,30.02,70.44,0,2.58
2013,1,8,22.8,30.65,69.19,0.03,1.42
2013,1,9,22.41,31.08,67.56,0,2.12
2013,1,10,23.58,30.4,71.56,0.05,1.88
2013,1,11,22.97,28.49,75.75,0.24,2.43
2013,1,12,23.71,29.95,75.69,0.2,1.99
2013,1,13,23.23,30.16,75.38,0.12,2.33
2013,1,14,23.24,29.98,74.38,0.03,2.36
2013,1,15,22.87,30.79,71.31,0.03,1.9
2013,1,16,23.7,31.15,71.75,0.13,1.99
2013,1,17,21.66,30.37,67.19,0.01,3.7
2013,1,18,18.94,29.48,64.94,0,5.7
2013,1,19,18.24,28.83,66.12,0,4.45
2013,1,20,19.08,30.58,62.69,0,2.63
2013,1,21,22.38,31.76,62.06,0,1.62
2013,1,22,23.7,32.23,69.12,0,2.21
2013,1,23,24.03,31.87,75.12,1.57,1.76
2013,1,24,24.24,31.55,78.5,0.19,2.01
2013,1,25,24.44,29.7,84.75,21.64,2.38
2013,1,26,24.33,28.78,85.44,3.19,3.26
2013,1,27,24.27,29.56,83.75,12.43,2.7
2013,1,28,24.1,28.35,85.94,14.87,2.86
2013,1,29,22.09,29.33,81.38,3.31,3.04
2013,1,30,22.63,29.68,81.06,1.84,2.57
2013,1,31,23.41,29.11,79.81,4.82,1.52
2013,2,1,22.01,31.19,77.25,0,2.27
2013,2,2,23.3,29.15,77.94,0.05,1.97
2013,2,3,22.62,30.27,74,0.07,2.71
2013,2,4,21.72,32.62,67.88,0,2.38
2013,2,5,24.01,31.68,78.06,3.16,1.91
2013,2,6,24.36,30.65,82.38,0.28,2.51
2013,2,7,24.23,30.87,82.38,0.08,2.73
2013,2,8,24.55,30.94,82.69,0.12,2.48
2013,2,9,25.05,30.34,81.44,6.22,1.75
2013,2,10,24.65,31.92,78.81,2.75,2.46
2013,2,11,24.09,31.76,78.31,0.38,2.86
2013,2,12,24.01,33.13,75.25,0.02,2.3
2013,2,13,22.84,32.06,72.19,0.02,3.48
2013,2,14,22.97,33.21,68.31,0,2.45
2013,2,15,23.45,33.74,69.75,0.03,2.75
2013,2,16,25.36,30.25,79.31,0.72,1.75
2013,2,17,24.76,31.42,79.12,0.54,2.4
2013,2,18,24.33,31.55,78.62,0.14,2.77
2013,2,19,24.55,32.71,74.44,0,2.86
2013,2,20,24.23,32.83,73.06,0,2.77
2013,2,21,24.93,31.71,74.94,0.93,1.89
2013,2,22,23.9,33.55,65.5,0.18,3.33
2013,2,23,22.9,32.69,58.69,0.14,4.55
2013,2,24,22.76,32.4,59.25,0.05,3.37
2013,2,25,24.11,34.69,62.06,0.05,2.9
2013,2,26,26.12,34.19,68.19,0,2.04
2013,2,27,25.48,31.88,76.19,0.06,3.59
2013,2,28,25.18,32.75,76,0.17,3.61
2013,3,1,25.38,33.33,75.81,0.01,3.63
2013,3,2,25.05,34.47,74.62,0.17,3.14
2013,3,3,25.44,32.06,78.88,12.91,2.46
2013,3,4,23.53,32.67,69.19,2.08,3.95
2013,3,5,22.9,33.38,61.06,0.01,3.65
2013,3,6,22.96,33.8,57.94,0,3.26
2013,3,7,24.17,34.82,62.31,0,2.46
2013,3,8,25.57,34.49,65.88,0.02,2.56
2013,3,9,24.84,32.05,75.69,1.56,3.41
2013,3,10,24.87,32.19,74.69,0.22,3.91
2013,3,11,24.94,33.03,73.25,0.05,3.85
2013,3,12,25.23,33.41,71,0.04,4.07
2013,3,13,25.65,33.87,70.88,0.14,3.36
2013,3,14,24.94,34.76,70.06,0.18,2.93
2013,3,15,25.76,32.54,74.94,10.23,2.41
2013,3,16,25.18,33.59,70.25,1.66,2.2
2013,3,17,25.48,33.76,72.12,0.23,3.4
2013,3,18,26.07,33.23,73.31,0.15,4.41
2013,3,19,25.76,34.31,68.56,0.17,4.16
2013,3,20,26.15,34.38,68.44,0.07,4.02
2013,3,21,25.41,34.78,70.19,0.04,3.62
2013,3,22,25.71,34.19,69.5,0.01,3.7
2013,3,23,25.69,35.67,65.06,0,3.41
2013,3,24,26.36,35.63,66.94,0.02,3.89
2013,3,25,26.41,35.83,65.5,0.01,4.27
2013,3,26,26.44,36.08,67.62,0,3.55
2013,3,27,25.39,36,69.19,0,3.56
2013,3,28,25.62,35.85,70.19,0.02,4.02
2013,3,29,26.08,35.52,70.44,0.02,4.18
2013,3,30,26.18,35.77,69.44,0.01,4.16
2013,3,31,26.03,36.27,66.75,0.01,4.04
2013,4,1,26.99,36,65.5,2.66,3.47
2013,4,2,27.25,35.12,67.31,0.75,2.95
2013,4,3,27.92,35.1,68.69,0.24,4.17
2013,4,4,28.26,32.87,73.56,0.21,5.32
2013,4,5,27.51,36.26,61.88,0.04,4.32
2013,4,6,27.63,37.8,62.56,0.01,3.64
2013,4,7,27.81,38.1,57.81,0,3.65
2013,4,8,27.01,36.59,59.88,0,2.94
2013,4,9,26.37,37.24,58.75,0,3.12
2013,4,10,26.17,34.48,67.62,0.76,3.52
2013,4,11,25.71,30.17,80.06,10.65,3.08
2013,4,12,25.42,27.94,81.38,7.83,2.02
2013,4,13,25.94,32.55,72.88,4.7,1.77
2013,4,14,26.07,29.63,82.19,8.39,2.87
2013,4,15,25.75,29,84.06,7.26,3.87
2013,4,16,25.4,28.94,85.5,22.86,2.98
2013,4,17,25.2,28.01,86.94,24.33,2.55
2013,4,18,25.19,34.12,69.5,0.06,2.79
2013,4,19,26.07,34.97,66.81,0.17,3.62
2013,4,20,26.87,33.51,73.25,0.37,3.1
2013,4,21,26.56,33.65,73.94,0.52,3.56
2013,4,22,27.14,32.11,74,1.31,2.44
2013,4,23,26.86,30.33,78.06,0.99,1.62
2013,4,24,26.4,31.05,78.12,2.79,1.9
2013,4,25,26.16,31.8,75.75,0.46,2.59
2013,4,26,27.01,32.49,71.94,0.13,2.83
2013,4,27,26.55,32.52,74.06,0.19,3.38
2013,4,28,26.74,31.49,78,1.81,3.05
2013,4,29,26.75,30.97,78.38,1.18,3.55
2013,4,30,27.15,33.17,71,1.72,3.56
2013,5,1,26.31,33.69,71.5,0.44,3.83
2013,5,2,27.34,34.89,68.81,0.63,3.27
2013,5,3,27.89,32.46,73.88,0.39,3.02
2013,5,4,27.45,32.08,74,3.11,3.2
2013,5,5,26.95,31.89,74.38,2.12,2.27
2013,5,6,26.11,32.97,72.06,4.56,2.34
2013,5,7,26.57,32.74,73,2.04,2.6
2013,5,8,27.16,34.3,68.5,1.66,3
2013,5,9,27.4,32.62,74,0.83,3.12
2013,5,10,27.26,32.73,74.62,0.36,3.3
2013,5,11,27.23,32.72,76.38,4.52,3.05
2013,5,12,27.36,30.36,82.06,7.32,3.85
2013,5,13,27.05,32.55,75,1.57,3.37
2013,5,14,27.69,32.96,74.06,0.47,3.32
2013,5,15,28.26,32.96,72.81,0.35,3.26
2013,5,16,28.28,33.34,75.62,2.43,4
2013,5,17,28.01,32.23,75,2.43,2.84
2013,5,18,27.15,31.08,79.25,6.71,3.54
2013,5,19,26.72,31.51,80.06,5.12,3.71
2013,5,20,27.03,28.44,86.06,4.3,4.19
2013,5,21,26.81,30.8,79.25,1.48,4.7
2013,5,22,27.24,31.27,76.06,4.19,3.84
2013,5,23,27.11,31.76,76.38,6.14,3.23
2013,5,24,27.15,31.87,76.75,4.48,4.06
2013,5,25,26.69,29.34,83.25,3.44,4.28
2013,5,26,26.19,30.23,80.88,4.71,3.29
2013,5,27,26.43,30.71,79.94,6.97,3.71
2013,5,28,26.64,31.4,78.44,4.46,3.38
2013,5,29,26.58,32.22,75.06,0.71,2.88
2013,5,30,26.73,32.87,73.25,5.98,1.92
2013,5,31,26.33,30.44,78.5,3.86,2.27
2013,6,1,25.7,31.87,76.75,2.7,2.7
2013,6,2,26.25,30.34,78.5,2.19,2.56
2013,6,3,26.48,30.08,81.88,5.85,3.12
2013,6,4,26.3,30.02,83.62,10.5,3.1
2013,6,5,25.85,29.73,86.38,31.73,3.26
2013,6,6,25.23,30.9,82.56,1.93,2.6
2013,6,7,25.86,32.62,77,0.62,3.3
2013,6,8,26.61,29.87,82.44,2.77,3.84
2013,6,9,26.44,32.33,76.12,3.23,3.95
2013,6,10,26.46,32.01,79.06,6.99,3.51
2013,6,11,26.42,29.47,86.5,26.75,3.13
2013,6,12,26.22,28.75,87.19,26.16,3.39
2013,6,13,25.51,28.9,86.62,47.75,3.23
2013,6,14,25.19,28.58,87.31,9.23,3.38
2013,6,15,25.26,29.43,85.44,22.15,3.37
2013,6,16,25.66,29.15,86.94,14.58,4.22
2013,6,17,25.51,29.8,85.06,3.54,4.58
2013,6,18,26.12,29.48,88.06,5.42,5.14
2013,6,19,25.67,29.67,85.19,4.45,5.29
2013,6,20,26.17,29.23,82.12,1.05,5.84
2013,6,21,25.98,30.36,82.62,3.86,5.02
2013,6,22,25.81,29.26,86.06,14.06,4.66
2013,6,23,25.87,29.15,85.62,10.36,5.11
2013,6,24,25.62,28.95,86.69,6.96,4.73
2013,6,25,25.65,29.48,86.75,5.22,3.41
2013,6,26,25.42,30.56,81.56,3.67,2.84
2013,6,27,25.62,29.59,84.81,2.41,3.06
2013,6,28,25.69,31.37,79.81,1.29,3.41
2013,6,29,25.67,29.98,81.81,0.88,3.44
2013,6,30,25.46,30.63,81.81,0.55,3.56
2013,7,1,25.51,31.4,80,0.59,3.93
2013,7,2,25.76,29.4,84.12,1.59,3.66
2013,7,3,26.15,30.37,82.56,2.43,3.18
2013,7,4,25.91,29.83,84,2.17,2.61
2013,7,5,25.76,29.85,83.5,1.73,3.55
2013,7,6,25.54,29.36,85.44,5.94,2.8
2013,7,7,25.37,29.05,84.31,14.92,4.23
2013,7,8,25.19,27.84,86.38,29.12,4.98
2013,7,9,24.79,28.87,84.81,25.64,4.02
2013,7,10,25.3,27.65,86.25,19.27,3.85
2013,7,11,24.98,27.5,87.38,4.87,3.68
2013,7,12,24.49,30.48,78.5,1.27,2.6
2013,7,13,25.12,30.44,82.19,1.17,4.1
2013,7,14,25.17,29.26,84.25,8.82,4.65
2013,7,15,25.23,29.59,82.5,8.79,4.56
2013,7,16,25.01,29.3,84.44,15.87,4.62
2013,7,17,24.51,28.96,82.38,4.79,4.65
2013,7,18,24.4,30.33,81.56,4.03,4.62
2013,7,19,24.8,27.73,82.69,2.2,5.47
2013,7,20,24.89,28.47,82.56,6.94,5.16
2013,7,21,24.54,29.05,81.38,0.78,4.38
2013,7,22,25.15,28.36,82.94,11.65,4.34
2013,7,23,25.27,27.15,89.06,52.07,5
2013,7,24,25.13,28.38,85.81,5.17,5.27
2013,7,25,24.74,28.94,84.44,2.93,4.2
2013,7,26,25.44,29.4,86.5,2.08,4.16
2013,7,27,25.27,30.08,83.94,6.18,3.75
2013,7,28,25.08,29.3,83.81,11.77,4.27
2013,7,29,25.1,29.13,85.5,10.23,4.91
2013,7,30,24.89,28.69,85,16.14,4.39
2013,7,31,25.01,28.51,86.94,10.39,4.2
2013,8,1,24.67,28.65,86.5,2.42,3.94
2013,8,2,24.51,28.93,84.56,9.67,4.78
2013,8,3,24.14,28.59,83.5,7.13,5.26
2013,8,4,24.4,28.97,83.88,6.06,4.46
2013,8,5,25.1,28.7,84.44,3.61,3.05
2013,8,6,25.12,29.59,84.5,4.91,4.05
2013,8,7,25.08,29.45,86,8.89,3.85
2013,8,8,25.22,28.5,86.69,8.58,3.58
2013,8,9,25,28.43,88.81,7.76,3.65
2013,8,10,24.46,29.63,87,5.74,3.79
2013,8,11,25.55,29.26,85.19,7.14,3.06
2013,8,12,25.48,29.86,84.56,12.1,3.24
2013,8,13,25.21,27.15,91.06,40.11,4.02
2013,8,14,24.9,26.87,88.5,9.13,4.78
2013,8,15,25.12,29.19,85.31,2.98,4.91
2013,8,16,24.94,29.93,82.5,1.07,4.49
2013,8,17,24.57,29.83,83.94,0.3,4.38
2013,8,18,25.16,29.37,84.94,0.37,4.43
2013,8,19,25.28,29.98,82.69,0.69,4.93
2013,8,20,25.06,29.83,81.56,1.27,5.3
2013,8,21,25.18,28.62,85.44,9.79,4.48
2013,8,22,25.01,28.03,88.94,5.24,4.84
2013,8,23,24.69,29.3,85.06,3.36,5.03
2013,8,24,24.94,28.8,84.88,4.96,5.6
2013,8,25,24.51,29.62,83.19,1.95,4.42
2013,8,26,24.72,30.26,81.75,6.17,2.9
2013,8,27,23.7,29.07,83.94,18.4,2.27
2013,8,28,25.3,28.71,85.31,8.55,3.21
2013,8,29,25.48,29.23,87.56,14.98,3.94
2013,8,30,25.37,29.91,86.5,4.56,3.67
2013,8,31,25.42,30.17,83.81,2.42,2.45
2013,9,1,25.21,29.48,86.94,0.94,2.79
2013,9,2,25.05,29.98,86.38,0.63,2.63
2013,9,3,25.05,31.08,81.44,0.31,2.59
2013,9,4,25.26,30.44,84.5,0.51,2.46
2013,9,5,25.65,29.3,87.75,6.11,2.4
2013,9,6,25.12,29.9,84.94,3.42,2.54
2013,9,7,24.96,30.17,82.12,7.86,1.94
2013,9,8,24.44,28.76,86.56,3.01,1.86
2013,9,9,24.66,29.72,82.5,4.5,2.03
2013,9,10,25.4,30.51,83.19,21.73,2.3
2013,9,11,24.97,29.65,84.62,14.21,2.2
2013,9,12,25.12,28.9,88.69,12.45,2.87
2013,9,13,25.62,28.53,88.94,12.77,3.67
2013,9,14,25.9,28.31,89.88,13.85,4.9
2013,9,15,25.1,27.94,89.31,25.66,4.52
2013,9,16,24.8,28.22,87.5,10.45,4.55
2013,9,17,24.89,28.6,83.31,3.19,3.65
2013,9,18,24.3,28.77,85,10.37,3.73
2013,9,19,24.12,27.53,89.19,34.79,5.53
2013,9,20,24.15,28.02,90.44,20.42,6.36
2013,9,21,24.84,28.94,85.19,3.47,6.02
2013,9,22,24.65,28.5,84.69,14.48,6.39
2013,9,23,24.55,27.15,87.69,5.55,5.2
2013,9,24,24.98,29.44,85.62,3.59,4.59
2013,9,25,25.3,29.12,86,3.2,4.54
2013,9,26,24.68,30.25,81.88,1.76,3.41
2013,9,27,24.85,30.05,82.94,6.97,3.09
2013,9,28,24.8,29.26,83.19,17.43,3.03
2013,9,29,24.42,28.91,84.88,26.02,3.2
2013,9,30,24.41,28.56,85.38,25.74,4.03
2013,10,1,24.28,29.13,86.31,9.27,2.8
2013,10,2,25.02,28.9,89.25,5.62,2.43
2013,10,3,24.75,26.75,92.38,33.53,3.75
2013,10,4,24.75,25.62,93.62,58.53,5.81
2013,10,5,24.16,27.91,91.12,31.67,4.35
2013,10,6,24.52,26.3,93.69,31.99,5.62
2013,10,7,24.5,27.86,88.38,26.45,2.87
2013,10,8,23.81,26.96,89.19,9.32,1.96
2013,10,9,24.55,27.78,84.5,0.41,1.61
2013,10,10,24.83,30.33,78,0.45,1.11
2013,10,11,24.94,30.57,80.19,0.37,2.02
2013,10,12,24.88,30.73,77.88,0.26,1.66
2013,10,13,24.76,30.78,80.31,7.91,2.14
2013,10,14,25.74,31.01,80.44,4.74,2.24
2013,10,15,24.87,30.62,82.5,18.24,1.52
2013,10,16,24.65,26.82,90.06,49.9,2.55
2013,10,17,24.5,28.44,89.19,7.93,3.06
2013,10,18,24.65,29.37,83.5,7.65,1.39
2013,10,19,24.42,27.74,89.12,4.46,2.02
2013,10,20,23.59,29.57,87.25,7.11,2.71
2013,10,21,24.41,29.12,87.44,4.01,2.79
2013,10,22,24.14,30.03,85.5,2.07,2.88
2013,10,23,24.1,29.9,85,4.81,2.77
2013,10,24,23.8,30.3,81.94,2.41,2.3
2013,10,25,23.4,29.68,83.38,1.77,3.36
2013,10,26,21.91,28.55,84.5,0.4,4.12
2013,10,27,21.62,28.91,82.19,0.14,2.62
2013,10,28,22.67,30.05,81.88,1.42,2.38
2013,10,29,23.81,30.08,79.94,1.13,1.42
2013,10,30,23.31,30.45,79.44,0.03,2.25
2013,10,31,22.9,31.23,81.81,1.83,2.16
2013,11,1,24.1,30.98,83.88,1.05,2.49
2013,11,2,23.07,30.48,82.56,0.23,3.24
2013,11,3,22.15,29.3,80.06,0.01,4.15
2013,11,4,21.55,29,82,0.01,4.51
2013,11,5,21,29.39,83.12,0.02,4.08
2013,11,6,23.39,29.81,85.38,1.98,4.02
2013,11,7,24.21,29.23,88.88,23.23,5.09
2013,11,8,24.16,28.75,90.94,16.03,4.09
2013,11,9,24.49,29.5,87.25,4.58,2.32
2013,11,10,22.83,30.29,79.75,0.12,2.38
2013,11,11,24.51,31.11,77.81,0.04,1.15
2013,11,12,25.62,29.47,80.44,0.73,1.18
2013,11,13,25.12,28.11,87.25,5.78,1.84
2013,11,14,25.05,28.35,89.5,4.34,1.62
2013,11,15,23.93,29.5,86.31,1.24,4.73
2013,11,16,22.7,26.8,91.12,1.83,3.96
2013,11,17,23.24,28.77,89,2.18,3.74
2013,11,18,22.51,28.21,86.12,0.4,4.45
2013,11,19,22.14,29.21,85.38,0.01,3.98
2013,11,20,22.18,29.29,83.88,0.12,3.69
2013,11,21,22.23,29.51,83.81,0.41,3.73
2013,11,22,23.08,28.94,86.81,0.52,3.62
2013,11,23,23.44,26.99,89.69,3.14,3.47
2013,11,24,23.26,28.17,88.12,8.06,1.78
2013,11,25,23.69,29.5,83,4.35,1.15
2013,11,26,24.29,27.99,87.81,6.93,1.91
2013,11,27,23.15,30.62,82.12,1.17,2.29
2013,11,28,23.78,28.14,87.19,6,3.16
2013,11,29,20.14,27.5,82,0.01,5.38
2013,11,30,19.71,27.78,82.56,0,4.71
2013,12,1,20.65,27.51,82.62,0,5.11
2013,12,2,18.66,26.3,81.69,0,5.02
2013,12,3,17.87,26.85,79.62,0,4.5
2013,12,4,18.15,27.44,79.81,0,4.23
2013,12,5,19.24,27.87,83.44,0,3.89
2013,12,6,20.07,27.66,82.38,0.01,4.13
2013,12,7,18.99,27.08,78.19,0,4.36
2013,12,8,18.44,27.4,75.25,0,3.56
2013,12,9,18.62,28.42,74.31,0,2.41
2013,12,10,18.77,28.18,78.25,0,3.33
2013,12,11,19.27,28.77,77.62,0,2.77
2013,12,12,19.24,28.88,76.19,0,3.02
2013,12,13,20.57,29.42,74.06,0,2.29
2013,12,14,21.65,29.85,76.56,0.01,2.06
2013,12,15,22.82,29.87,84,0.92,2.45
2013,12,16,24.17,29.38,85.38,3.93,2.97
2013,12,17,17.43,24.01,79.81,3.94,5.73
2013,12,18,15.41,24.82,76.31,0.02,4.47
2013,12,19,15.17,24.83,76.69,0,4.71
2013,12,20,15.3,25.01,76.25,0,4.48
2013,12,21,14.43,24.61,74.06,0,4.74
2013,12,22,14.62,25.12,75.19,0,4.54
2013,12,23,15.9,26.24,77.94,0,4.16
2013,12,24,16.12,26.26,77.44,0,4.32
2013,12,25,15.92,25.08,77.94,0,4.56
2013,12,26,15.75,25.81,74.62,0,4.37
2013,12,27,14.63,24.99,75.5,0,5.41
2013,12,28,14.62,24.62,76.06,0,5.04
2013,12,29,14.7,25.03,76.56,0,4.59
2013,12,30,17.25,25.84,76.94,0,4.52
2013,12,31,17.22,26.34,78.06,0,4.3
2014,1,1,16.24,26.73,74.81,0,3.89
2014,1,2,16.25,28.31,67,0,1.98
2014,1,3,18.57,29.98,67.81,0,1.78
2014,1,4,20.53,29.81,71,0,1.83
2014,1,5,18.74,29.21,74,0,2.77
2014,1,6,19.6,29.97,70,0,1.62
2014,1,7,21.33,30.51,79.38,0,1.86
2014,1,8,22.34,31.01,73.69,0,1.21
2014,1,9,20.3,30.19,70.5,0,3.05
2014,1,10,19.58,29.99,72.25,0,3.8
2014,1,11,19.26,29.93,74.31,0,3.84
2014,1,12,19.85,30.44,73.5,0,4.08
2014,1,13,19.48,29.27,72,0,4.74
2014,1,14,17.29,27.61,69.81,0,5.44
2014,1,15,15.98,27.01,62.94,0,5.36
2014,1,16,14.39,27.08,66,0,3.73
2014,1,17,16.54,28.23,67.81,0,4.12
2014,1,18,17.11,27.38,67.19,0,5.91
2014,1,19,15.85,26.62,66.5,0,4.96
2014,1,20,15.92,27.64,66.56,0,4.17
2014,1,21,17.17,27.15,64.56,0,6
2014,1,22,14.68,25.55,60.75,0,6.1
2014,1,23,14.14,25.69,60.19,0,4.04
2014,1,24,14.77,27.19,58.56,0,2.07
2014,1,25,19.3,28.76,61.19,0,1.77
2014,1,26,19.06,29.46,63.94,0,1.76
2014,1,27,19.02,29.53,68.12,0,2.22
2014,1,28,19.1,30.76,67.19,0,2.23
2014,1,29,20.34,30.92,69.81,0,2.2
2014,1,30,20.69,30.89,66.69,0,2.2
2014,1,31,19.62,30.9,62.19,0,2.26
2014,2,1,21.61,31,64.69,0.01,1.8
2014,2,2,21.12,31.09,70.69,0,3.15
2014,2,3,21.95,32.7,71.5,0,2.67
2014,2,4,22.27,31.4,76.12,0,3.54
2014,2,5,22.41,30.15,76.88,0.42,3.91
2014,2,6,23.76,30.37,76.06,0.19,3.48
2014,2,7,23.02,30.76,78.75,0.14,3.73
2014,2,8,22.58,30.6,76.88,0,3.66
2014,2,9,22.51,32.06,75.62,0,2.96
2014,2,10,22.03,33.64,68.5,0,2.4
2014,2,11,23.19,31.94,69.94,0,3.37
2014,2,12,22.65,31.25,75.81,0,3.83
2014,2,13,23.63,32.18,73.12,0,2.73
2014,2,14,23.89,29.3,77.19,0.05,1.97
2014,2,15,23.83,31.08,72.69,0.91,2.38
2014,2,16,23.44,30.85,76.69,0.91,3.59
2014,2,17,23.59,31.54,75.94,0.04,3.66
2014,2,18,23.22,31.74,76.12,0,3.59
2014,2,19,23.14,32.28,75.31,1.31,3.1
2014,2,20,19.97,28.16,67.06,3.86,3.92
2014,2,21,20.15,30.73,69.94,3.33,3.04
2014,2,22,22.2,32.69,68.5,0,2.01
2014,2,23,23.04,31.65,73.69,0.09,3.02
2014,2,24,23.46,32.33,73.75,0.16,3.12
2014,2,25,22.94,31.45,75.94,0,3.2
2014,2,26,22.93,32.2,74.25,0,3.24
2014,2,27,23.12,31.42,74.19,0,3.66
2014,2,28,22.94,31.33,74.94,0,3.63
2014,3,1,22.87,32.05,73.94,0,3.54
2014,3,2,22.9,32.88,74.62,0,3.29
2014,3,3,23,33.37,68.56,0,3.43
2014,3,4,22.48,33.62,71.62,0,3.27
2014,3,5,22.51,32.61,75.5,0.06,3.62
2014,3,6,24.2,32.07,75.38,0.04,4.3
2014,3,7,23.98,32.09,74.44,0,4.08
2014,3,8,23.22,32.56,72.94,0,3.69
2014,3,9,24.08,32.8,70.31,0,3.43
2014,3,10,24.3,32.25,71.75,0.01,4.39
2014,3,11,24.12,32.84,69.38,0,3.2
2014,3,12,24.13,33.1,71.19,0,3.68
2014,3,13,24.51,33.94,70,0,3.18
2014,3,14,24.65,35.06,70.12,0.02,3.46
2014,3,15,25.38,33.6,72.5,0.1,2.91
2014,3,16,25.74,32.65,72.75,0.17,1.81
2014,3,17,26.44,30.86,75.12,0.91,2.77
2014,3,18,25.87,33.1,73.56,0.57,3.32
2014,3,19,25.32,32.9,76.56,0.21,4.32
2014,3,20,25.8,34.17,71.62,0.18,3.81
2014,3,21,25.48,34.48,74.62,5.54,3.22
2014,3,22,24.69,29.23,85.56,26.52,3.63
2014,3,23,23.2,32.95,72.69,2.39,2.93
2014,3,24,25.33,33.92,68.06,0.32,2.51
2014,3,25,25.31,34.23,67.94,1.09,2.66
2014,3,26,25.64,34.12,69.62,0.25,3.08
2014,3,27,25.95,34.15,69.88,0.91,3.66
2014,3,28,26.4,33.56,70.88,0.51,4.08
2014,3,29,26,34.62,70,0.14,4.08
2014,3,30,25.82,34.9,70.12,0.11,4.13
2014,3,31,25.72,35.08,68.94,0.04,3.8
2014,4,1,26.11,34.58,68.25,0.13,4.17
2014,4,2,25.93,33.92,69.31,0.27,3.38
2014,4,3,26.34,33.89,70.31,0.31,3.59
2014,4,4,26.4,32.73,72.88,5.54,1.91
2014,4,5,26.14,30.65,76.31,12.45,1.77
2014,4,6,25.64,31.9,71.56,0.41,2.25
2014,4,7,25.62,34.1,68.25,0.04,3.53
2014,4,8,26.05,34.52,70.25,0.06,3.86
2014,4,9,25.6,35.14,68.56,0.04,3.66
2014,4,10,25.08,34.65,68.75,0.04,3.95
2014,4,11,26.41,33.3,70.44,0.51,3.72
2014,4,12,26.44,31.83,76.25,7.35,3.01
2014,4,13,26.28,31.58,75.5,4.21,2.27
2014,4,14,25.69,33.4,73.5,3.91,2.48
2014,4,15,26.32,32.5,72.62,1.12,2.23
2014,4,16,26.08,33.41,72.44,0.45,3.25
2014,4,17,26.71,32.32,74,2.37,3.12
2014,4,18,26.19,33.09,72.44,0.81,3.23
2014,4,19,26.09,35.34,68.38,0.08,3.52
2014,4,20,27.32,34.35,65.75,0.03,3.51
2014,4,21,26.1,35.28,64.19,0.02,3.87
2014,4,22,26.8,36.79,56.44,0.1,4.09
2014,4,23,27.29,34.49,67.06,0.19,3.96
2014,4,24,27.65,33.45,71.94,1.37,3.92
